Product,Quantity,Uom,Group_Qty,GrpUom,Avg_Rate,Revenue,Date,Year,Month,Category,Month_Name,Quarter,Week,DayOfWeek,Festival,Is_Festival,Is_Summer,Is_Peak_Q2,Is_Monsoon,Is_Winter,Rev_Per_Unit
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2022-12-08,2022,12,Cheese,Dec,4,49,Thursday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,38.0,nos,3.8,kgs,57.05,2167.99,2022-12-09,2022,12,Cheese,Dec,4,49,Friday,None,0,0,0,0,1,57.05
Cheese Slice 100gm,18.0,nos,1.8,kgs,56.0,1008.0,2022-12-12,2022,12,Cheese,Dec,4,50,Monday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2022-12-13,2022,12,Cheese,Dec,4,50,Tuesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,56.0,784.0,2022-12-14,2022,12,Cheese,Dec,4,50,Wednesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,56.0,1288.0,2022-12-15,2022,12,Cheese,Dec,4,50,Thursday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,56.0,1120.0,2022-12-16,2022,12,Cheese,Dec,4,50,Friday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,56.0,336.0,2022-12-17,2022,12,Cheese,Dec,4,50,Saturday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2022-12-18,2022,12,Cheese,Dec,4,50,Sunday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2022-12-19,2022,12,Cheese,Dec,4,51,Monday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,12.0,nos,1.2,kgs,56.0,672.0,2022-12-20,2022,12,Cheese,Dec,4,51,Tuesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,56.0,1568.0,2022-12-21,2022,12,Cheese,Dec,4,51,Wednesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,56.0,1288.0,2022-12-22,2022,12,Cheese,Dec,4,51,Thursday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,59.2,888.0,2022-12-23,2022,12,Cheese,Dec,4,51,Friday,Christmas_NewYear,1,0,0,0,1,59.2
Cheese Slice 100gm,34.0,nos,3.4,kgs,56.0,1904.0,2022-12-24,2022,12,Cheese,Dec,4,51,Saturday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2022-12-25,2022,12,Cheese,Dec,4,51,Sunday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,60.0,nos,6.0,kgs,56.0,3360.0,2022-12-26,2022,12,Cheese,Dec,4,52,Monday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,16.0,nos,1.6,kgs,56.0,896.0,2022-12-27,2022,12,Cheese,Dec,4,52,Tuesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,13.0,nos,1.3,kgs,56.0,728.0,2022-12-28,2022,12,Cheese,Dec,4,52,Wednesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,24.0,nos,2.4,kgs,56.0,1344.0,2022-12-29,2022,12,Cheese,Dec,4,52,Thursday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,41.0,nos,4.1,kgs,56.0,2296.0,2022-12-30,2022,12,Cheese,Dec,4,52,Friday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,46.0,nos,4.6,kgs,56.0,2576.0,2022-12-31,2022,12,Cheese,Dec,4,52,Saturday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,56.0,336.0,2023-01-01,2023,1,Cheese,Jan,1,52,Sunday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,56.0,1120.0,2023-01-02,2023,1,Cheese,Jan,1,1,Monday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,22.0,nos,2.2,kgs,56.0,1232.0,2023-01-03,2023,1,Cheese,Jan,1,1,Tuesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,13.0,nos,1.3,kgs,56.0,728.0,2023-01-04,2023,1,Cheese,Jan,1,1,Wednesday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,29.0,nos,2.9,kgs,56.0,1624.0,2023-01-05,2023,1,Cheese,Jan,1,1,Thursday,Christmas_NewYear,1,0,0,0,1,56.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2023-01-06,2023,1,Cheese,Jan,1,1,Friday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2023-01-07,2023,1,Cheese,Jan,1,1,Saturday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2023-01-08,2023,1,Cheese,Jan,1,1,Sunday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,31.0,nos,3.1,kgs,56.0,1736.0,2023-01-09,2023,1,Cheese,Jan,1,2,Monday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,33.0,nos,3.3,kgs,56.0,1848.0,2023-01-10,2023,1,Cheese,Jan,1,2,Tuesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-01-11,2023,1,Cheese,Jan,1,2,Wednesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,26.0,nos,2.6,kgs,56.0,1456.0,2023-01-12,2023,1,Cheese,Jan,1,2,Thursday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,27.0,nos,2.7,kgs,56.0,1512.0,2023-01-13,2023,1,Cheese,Jan,1,2,Friday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,35.0,nos,3.5,kgs,56.0,1960.0,2023-01-14,2023,1,Cheese,Jan,1,2,Saturday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,12.0,nos,1.2,kgs,56.0,672.0,2023-01-16,2023,1,Cheese,Jan,1,3,Monday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,100.0,nos,10.0,kgs,56.0,5600.0,2023-01-17,2023,1,Cheese,Jan,1,3,Tuesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-01-18,2023,1,Cheese,Jan,1,3,Wednesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2023-01-19,2023,1,Cheese,Jan,1,3,Thursday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,16.0,nos,1.6,kgs,56.0,896.0,2023-01-20,2023,1,Cheese,Jan,1,3,Friday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,53.0,nos,5.3,kgs,56.0,2968.0,2023-01-21,2023,1,Cheese,Jan,1,3,Saturday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-01-22,2023,1,Cheese,Jan,1,3,Sunday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,5.0,nos,0.5,kgs,64.0,319.99,2023-01-23,2023,1,Cheese,Jan,1,4,Monday,None,0,0,0,0,1,64.0
Cheese Slice 100gm,12.0,nos,1.2,kgs,56.0,672.0,2023-01-24,2023,1,Cheese,Jan,1,4,Tuesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,57.14,800.01,2023-01-25,2023,1,Cheese,Jan,1,4,Wednesday,None,0,0,0,0,1,57.14
Cheese Slice 100gm,12.0,nos,1.2,kgs,56.0,672.0,2023-01-26,2023,1,Cheese,Jan,1,4,Thursday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,24.0,nos,2.4,kgs,56.0,1344.0,2023-01-27,2023,1,Cheese,Jan,1,4,Friday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,56.0,1008.0,2023-01-28,2023,1,Cheese,Jan,1,4,Saturday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2023-01-29,2023,1,Cheese,Jan,1,4,Sunday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,56.0,1176.0,2023-01-30,2023,1,Cheese,Jan,1,5,Monday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,44.0,nos,4.4,kgs,56.0,2464.0,2023-01-31,2023,1,Cheese,Jan,1,5,Tuesday,None,0,0,0,0,1,56.0
Cheese Slice 100gm,25.0,nos,2.5,kgs,56.0,1400.0,2023-02-01,2023,2,Cheese,Feb,1,5,Wednesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,4.0,nos,0.4,kgs,56.0,224.0,2023-02-02,2023,2,Cheese,Feb,1,5,Thursday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,25.0,nos,2.5,kgs,56.0,1400.0,2023-02-03,2023,2,Cheese,Feb,1,5,Friday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,56.0,1008.0,2023-02-04,2023,2,Cheese,Feb,1,5,Saturday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,56.0,1288.0,2023-02-06,2023,2,Cheese,Feb,1,6,Monday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,60.45,1088.01,2023-02-07,2023,2,Cheese,Feb,1,6,Tuesday,None,0,0,0,0,0,60.44
Cheese Slice 100gm,73.0,nos,7.3,kgs,56.0,4088.0,2023-02-08,2023,2,Cheese,Feb,1,6,Wednesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,58.09,1336.0,2023-02-09,2023,2,Cheese,Feb,1,6,Thursday,None,0,0,0,0,0,58.09
Cheese Slice 100gm,2.0,nos,0.2,kgs,56.0,112.0,2023-02-10,2023,2,Cheese,Feb,1,6,Friday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2023-02-11,2023,2,Cheese,Feb,1,6,Saturday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,56.0,336.0,2023-02-12,2023,2,Cheese,Feb,1,6,Sunday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,5.0,nos,0.5,kgs,56.0,280.0,2023-02-13,2023,2,Cheese,Feb,1,7,Monday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,57.14,1200.01,2023-02-14,2023,2,Cheese,Feb,1,7,Tuesday,None,0,0,0,0,0,57.14
Cheese Slice 100gm,24.0,nos,2.4,kgs,56.0,1344.0,2023-02-15,2023,2,Cheese,Feb,1,7,Wednesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,29.0,nos,2.9,kgs,56.0,1624.0,2023-02-16,2023,2,Cheese,Feb,1,7,Thursday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,9.0,nos,0.9,kgs,56.0,504.0,2023-02-17,2023,2,Cheese,Feb,1,7,Friday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,56.0,1120.0,2023-02-18,2023,2,Cheese,Feb,1,7,Saturday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2023-02-20,2023,2,Cheese,Feb,1,8,Monday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,56.0,784.0,2023-02-21,2023,2,Cheese,Feb,1,8,Tuesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-02-22,2023,2,Cheese,Feb,1,8,Wednesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,85.0,nos,8.5,kgs,56.0,4760.0,2023-02-23,2023,2,Cheese,Feb,1,8,Thursday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,56.0,784.0,2023-02-24,2023,2,Cheese,Feb,1,8,Friday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,56.0,1288.0,2023-02-25,2023,2,Cheese,Feb,1,8,Saturday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,13.0,nos,1.3,kgs,64.0,832.02,2023-02-26,2023,2,Cheese,Feb,1,8,Sunday,None,0,0,0,0,0,64.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2023-02-27,2023,2,Cheese,Feb,1,9,Monday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,22.0,nos,2.2,kgs,56.0,1232.0,2023-02-28,2023,2,Cheese,Feb,1,9,Tuesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2023-03-01,2023,3,Cheese,Mar,1,9,Wednesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-03-03,2023,3,Cheese,Mar,1,9,Friday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-03-07,2023,3,Cheese,Mar,1,10,Tuesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,56.76,1192.01,2023-03-08,2023,3,Cheese,Mar,1,10,Wednesday,None,0,1,0,0,0,56.76
Cheese Slice 100gm,19.0,nos,1.9,kgs,56.0,1064.0,2023-03-09,2023,3,Cheese,Mar,1,10,Thursday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,34.0,nos,3.4,kgs,56.71,1928.01,2023-03-10,2023,3,Cheese,Mar,1,10,Friday,None,0,1,0,0,0,56.71
Cheese Slice 100gm,4.0,nos,0.4,kgs,56.0,224.0,2023-03-11,2023,3,Cheese,Mar,1,10,Saturday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,1.0,nos,0.1,kgs,56.0,56.0,2023-03-12,2023,3,Cheese,Mar,1,10,Sunday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,56.0,1120.0,2023-03-13,2023,3,Cheese,Mar,1,11,Monday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,56.0,1568.0,2023-03-14,2023,3,Cheese,Mar,1,11,Tuesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2023-03-15,2023,3,Cheese,Mar,1,11,Wednesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,53.0,nos,5.3,kgs,56.0,2968.0,2023-03-16,2023,3,Cheese,Mar,1,11,Thursday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,56.0,2240.0,2023-03-17,2023,3,Cheese,Mar,1,11,Friday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,8.0,nos,0.8,kgs,56.0,448.0,2023-03-18,2023,3,Cheese,Mar,1,11,Saturday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,91.0,nos,9.1,kgs,56.0,5096.0,2023-03-20,2023,3,Cheese,Mar,1,12,Monday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2023-03-21,2023,3,Cheese,Mar,1,12,Tuesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2023-03-22,2023,3,Cheese,Mar,1,12,Wednesday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,56.0,1288.0,2023-03-23,2023,3,Cheese,Mar,1,12,Thursday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,56.0,1176.0,2023-03-25,2023,3,Cheese,Mar,1,12,Saturday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.0,168.0,2023-03-26,2023,3,Cheese,Mar,1,12,Sunday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,9.0,nos,0.9,kgs,56.0,504.0,2023-03-27,2023,3,Cheese,Mar,1,13,Monday,None,0,1,0,0,0,56.0
Cheese Slice 100gm,32.0,nos,3.2,kgs,58.5,1872.01,2023-03-28,2023,3,Cheese,Mar,1,13,Tuesday,Eid,1,1,0,0,0,58.5
Cheese Slice 100gm,18.0,nos,1.8,kgs,58.22,1047.99,2023-03-29,2023,3,Cheese,Mar,1,13,Wednesday,Eid,1,1,0,0,0,58.22
Cheese Slice 100gm,7.0,nos,0.7,kgs,56.0,392.0,2023-04-01,2023,4,Cheese,Apr,2,13,Saturday,Eid,1,1,1,0,0,56.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,56.0,840.0,2023-04-03,2023,4,Cheese,Apr,2,14,Monday,Eid,1,1,1,0,0,56.0
Cheese Slice 100gm,30.0,nos,3.0,kgs,56.0,1680.0,2023-04-04,2023,4,Cheese,Apr,2,14,Tuesday,Eid,1,1,1,0,0,56.0
Cheese Slice 100gm,19.0,nos,1.9,kgs,56.0,1064.0,2023-04-05,2023,4,Cheese,Apr,2,14,Wednesday,Eid,1,1,1,0,0,56.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,56.0,1008.0,2023-04-06,2023,4,Cheese,Apr,2,14,Thursday,None,0,1,1,0,0,56.0
Cheese Slice 100gm,36.0,nos,3.6,kgs,57.33,2064.0,2023-04-07,2023,4,Cheese,Apr,2,14,Friday,None,0,1,1,0,0,57.33
Cheese Slice 100gm,40.0,nos,4.0,kgs,56.6,2264.01,2023-04-08,2023,4,Cheese,Apr,2,14,Saturday,None,0,1,1,0,0,56.6
Cheese Slice 100gm,17.0,nos,1.7,kgs,56.0,952.0,2023-04-09,2023,4,Cheese,Apr,2,14,Sunday,None,0,1,1,0,0,56.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,56.0,560.0,2023-04-10,2023,4,Cheese,Apr,2,15,Monday,Vishu,1,1,1,0,0,56.0
Cheese Slice 100gm,25.0,nos,2.5,kgs,56.0,1400.0,2023-04-11,2023,4,Cheese,Apr,2,15,Tuesday,Vishu,1,1,1,0,0,56.0
Cheese Slice 100gm,54.0,nos,5.4,kgs,63.0,3402.02,2023-05-15,2023,5,Cheese,May,2,20,Monday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,62.0,nos,6.2,kgs,63.0,3906.02,2023-05-16,2023,5,Cheese,May,2,20,Tuesday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,4.0,nos,0.4,kgs,63.0,252.0,2023-05-17,2023,5,Cheese,May,2,20,Wednesday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,64.13,2565.02,2023-05-22,2023,5,Cheese,May,2,21,Monday,None,0,1,1,0,0,64.13
Cheese Slice 100gm,31.0,nos,3.1,kgs,63.0,1953.01,2023-05-23,2023,5,Cheese,May,2,21,Tuesday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,13.0,nos,1.3,kgs,63.0,819.03,2023-05-24,2023,5,Cheese,May,2,21,Wednesday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,48.0,nos,4.8,kgs,63.0,3024.02,2023-05-25,2023,5,Cheese,May,2,21,Thursday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,64.29,899.99,2023-05-26,2023,5,Cheese,May,2,21,Friday,None,0,1,1,0,0,64.28
Cheese Slice 100gm,47.0,nos,4.7,kgs,63.0,2961.01,2023-05-27,2023,5,Cheese,May,2,21,Saturday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,72.0,216.0,2023-05-28,2023,5,Cheese,May,2,21,Sunday,None,0,1,1,0,0,72.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,63.0,378.0,2023-05-29,2023,5,Cheese,May,2,22,Monday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,63.0,1764.02,2023-05-30,2023,5,Cheese,May,2,22,Tuesday,None,0,1,1,0,0,63.0
Cheese Slice 100gm,7.0,nos,0.7,kgs,69.43,486.01,2023-05-31,2023,5,Cheese,May,2,22,Wednesday,None,0,1,1,0,0,69.43
Cheese Slice 100gm,66.0,nos,6.6,kgs,63.0,4158.0,2023-06-02,2023,6,Cheese,Jun,2,22,Friday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,31.0,nos,3.1,kgs,63.0,1953.01,2023-06-03,2023,6,Cheese,Jun,2,22,Saturday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,63.0,630.0,2023-06-05,2023,6,Cheese,Jun,2,23,Monday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,29.0,nos,2.9,kgs,63.0,1827.03,2023-06-06,2023,6,Cheese,Jun,2,23,Tuesday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,55.0,nos,5.5,kgs,63.0,3465.01,2023-06-07,2023,6,Cheese,Jun,2,23,Wednesday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,36.0,nos,3.6,kgs,63.0,2268.02,2023-06-08,2023,6,Cheese,Jun,2,23,Thursday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,63.0,630.0,2023-06-09,2023,6,Cheese,Jun,2,23,Friday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,8.0,nos,0.8,kgs,63.0,504.0,2023-06-10,2023,6,Cheese,Jun,2,23,Saturday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,63.0,630.0,2023-06-11,2023,6,Cheese,Jun,2,23,Sunday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,46.0,nos,4.6,kgs,63.98,2943.06,2023-06-13,2023,6,Cheese,Jun,2,24,Tuesday,None,0,0,1,1,0,63.98
Cheese Slice 100gm,6.0,nos,0.6,kgs,63.0,378.0,2023-06-14,2023,6,Cheese,Jun,2,24,Wednesday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,63.0,630.0,2023-06-15,2023,6,Cheese,Jun,2,24,Thursday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,63.0,1260.02,2023-06-16,2023,6,Cheese,Jun,2,24,Friday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,11.0,nos,1.1,kgs,63.0,693.01,2023-06-17,2023,6,Cheese,Jun,2,24,Saturday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,5.0,nos,0.5,kgs,63.0,315.01,2023-06-18,2023,6,Cheese,Jun,2,24,Sunday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,63.0,2520.02,2023-06-19,2023,6,Cheese,Jun,2,25,Monday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,63.0,378.0,2023-06-20,2023,6,Cheese,Jun,2,25,Tuesday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,24.0,nos,2.4,kgs,63.75,1530.01,2023-06-21,2023,6,Cheese,Jun,2,25,Wednesday,None,0,0,1,1,0,63.75
Cheese Slice 100gm,84.0,nos,8.4,kgs,63.0,5292.02,2023-06-22,2023,6,Cheese,Jun,2,25,Thursday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,49.0,nos,4.9,kgs,64.84,3177.01,2023-06-23,2023,6,Cheese,Jun,2,25,Friday,None,0,0,1,1,0,64.84
Cheese Slice 100gm,26.0,nos,2.6,kgs,63.0,1638.02,2023-06-24,2023,6,Cheese,Jun,2,25,Saturday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,63.0,1260.0,2023-06-26,2023,6,Cheese,Jun,2,26,Monday,None,0,0,1,1,0,63.0
Cheese Slice 100gm,11.0,nos,1.1,kgs,64.64,711.0,2023-06-28,2023,6,Cheese,Jun,2,26,Wednesday,None,0,0,1,1,0,64.64
Cheese Slice 100gm,12.0,nos,1.2,kgs,66.75,801.02,2023-06-29,2023,6,Cheese,Jun,2,26,Thursday,None,0,0,1,1,0,66.75
Cheese Slice 100gm,28.0,nos,2.8,kgs,64.93,1817.99,2023-06-30,2023,6,Cheese,Jun,2,26,Friday,None,0,0,1,1,0,64.93
Cheese Slice 100gm,30.0,nos,3.0,kgs,63.0,1890.02,2023-07-01,2023,7,Cheese,Jul,3,26,Saturday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,9.0,nos,0.9,kgs,69.0,621.0,2023-07-02,2023,7,Cheese,Jul,3,26,Sunday,None,0,0,0,1,0,69.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,63.0,882.0,2023-07-03,2023,7,Cheese,Jul,3,27,Monday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,66.0,nos,6.6,kgs,63.68,4203.04,2023-07-04,2023,7,Cheese,Jul,3,27,Tuesday,None,0,0,0,1,0,63.68
Cheese Slice 100gm,48.0,nos,4.8,kgs,63.0,3024.0,2023-07-05,2023,7,Cheese,Jul,3,27,Wednesday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,63.0,630.02,2023-07-06,2023,7,Cheese,Jul,3,27,Thursday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,25.0,nos,2.5,kgs,64.8,1620.03,2023-07-07,2023,7,Cheese,Jul,3,27,Friday,None,0,0,0,1,0,64.8
Cheese Slice 100gm,8.0,nos,0.8,kgs,63.0,504.0,2023-07-08,2023,7,Cheese,Jul,3,27,Saturday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,65.5,1179.02,2023-07-09,2023,7,Cheese,Jul,3,27,Sunday,None,0,0,0,1,0,65.5
Cheese Slice 100gm,16.0,nos,1.6,kgs,68.63,1098.0,2023-07-10,2023,7,Cheese,Jul,3,28,Monday,None,0,0,0,1,0,68.62
Cheese Slice 100gm,5.0,nos,0.5,kgs,63.0,315.01,2023-07-11,2023,7,Cheese,Jul,3,28,Tuesday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,37.0,nos,3.7,kgs,63.0,2331.01,2023-07-20,2023,7,Cheese,Jul,3,29,Thursday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,64.0,nos,6.4,kgs,63.7,4077.02,2023-07-21,2023,7,Cheese,Jul,3,29,Friday,None,0,0,0,1,0,63.7
Cheese Slice 100gm,26.0,nos,2.6,kgs,63.0,1638.0,2023-07-22,2023,7,Cheese,Jul,3,29,Saturday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,50.0,nos,5.0,kgs,63.0,3150.02,2023-07-24,2023,7,Cheese,Jul,3,30,Monday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,69.0,nos,6.9,kgs,63.78,4401.0,2023-07-25,2023,7,Cheese,Jul,3,30,Tuesday,None,0,0,0,1,0,63.78
Cheese Slice 100gm,52.0,nos,5.2,kgs,63.0,3276.02,2023-07-26,2023,7,Cheese,Jul,3,30,Wednesday,None,0,0,0,1,0,63.0
Cheese Slice 100gm,55.0,nos,5.5,kgs,64.64,3555.01,2023-07-27,2023,7,Cheese,Jul,3,30,Thursday,None,0,0,0,1,0,64.64
Cheese Slice 100gm,20.0,nos,2.0,kgs,63.0,1260.0,2023-07-28,2023,7,Cheese,Jul,3,30,Friday,None,0,0,0,1,0,63.0
